Year,Units,Series,Sex,Federal state,GeoCode,Value
2006,Percentage points,Difference,,,,9.9
2007,Percentage points,Difference,,,,9.6
2008,Percentage points,Difference,,,,8.8
2009,Percentage points,Difference,,,,8.0
2010,Percentage points,Difference,,,,7.4
2011,Percentage points,Difference,,,,6.8
2012,Percentage points,Difference,,,,6.5
2013,Percentage points,Difference,,,,6.1
2014,Percentage points,Difference,,,,6.6
2015,Percentage points,Difference,,,,6.8
2016,Percentage points,Difference,,,,9.3
2017,Percentage points,Difference,,,,13.0
2018,Percentage points,Difference,,,,12.8
2019,Percentage points,Difference,,,,12.1
2020,Percentage points,Difference,,,,9.6
2021,Percentage points,Difference,,,,10.6
2030,Percentage points,Difference,,,,
1996,Percentage points,Difference,Female,,,10.0
1997,Percentage points,Difference,Female,,,9.9
1998,Percentage points,Difference,Female,,,9.9
1999,Percentage points,Difference,Female,,,9.3
2000,Percentage points,Difference,Female,,,9.8
2001,Percentage points,Difference,Female,,,9.4
2002,Percentage points,Difference,Female,,,9.6
2003,Percentage points,Difference,Female,,,9.6
2004,Percentage points,Difference,Female,,,8.8
2005,Percentage points,Difference,Female,,,8.3
2006,Percentage points,Difference,Female,,,8.3
2007,Percentage points,Difference,Female,,,8.2
2008,Percentage points,Difference,Female,,,7.3
2009,Percentage points,Difference,Female,,,7.0
2010,Percentage points,Difference,Female,,,6.3
2011,Percentage points,Difference,Female,,,5.7
2012,Percentage points,Difference,Female,,,5.5
2013,Percentage points,Difference,Female,,,5.2
2014,Percentage points,Difference,Female,,,5.7
2015,Percentage points,Difference,Female,,,5.8
2016,Percentage points,Difference,Female,,,7.0
2017,Percentage points,Difference,Female,,,9.5
2018,Percentage points,Difference,Female,,,10.2
2019,Percentage points,Difference,Female,,,10.0
2020,Percentage points,Difference,Female,,,8.0
2021,Percentage points,Difference,Female,,,8.6
2030,Percentage points,Difference,,,,
1996,Percentage points,Difference,Male,,,13.4
1997,Percentage points,Difference,Male,,,13.3
1998,Percentage points,Difference,Male,,,12.9
1999,Percentage points,Difference,Male,,,12.9
2000,Percentage points,Difference,Male,,,13.1
2001,Percentage points,Difference,Male,,,13.3
2002,Percentage points,Difference,Male,,,12.7
2003,Percentage points,Difference,Male,,,12.6
2004,Percentage points,Difference,Male,,,12.3
2005,Percentage points,Difference,Male,,,11.8
2006,Percentage points,Difference,Male,,,11.2
2007,Percentage points,Difference,Male,,,10.8
2008,Percentage points,Difference,Male,,,10.2
2009,Percentage points,Difference,Male,,,9.1
2010,Percentage points,Difference,Male,,,8.4
2011,Percentage points,Difference,Male,,,7.8
2012,Percentage points,Difference,Male,,,7.4
2013,Percentage points,Difference,Male,,,6.9
2014,Percentage points,Difference,Male,,,7.3
2015,Percentage points,Difference,Male,,,7.8
2016,Percentage points,Difference,Male,,,11.2
2017,Percentage points,Difference,Male,,,15.8
2018,Percentage points,Difference,Male,,,14.7
2019,Percentage points,Difference,Male,,,13.8
2020,Percentage points,Difference,Male,,,10.8
2021,Percentage points,Difference,Male,,,12.2
2030,Percentage points,Difference,,,,
1996,Percentage points,Difference,,Baden-Wuerttemberg,code08,13.7
1997,Percentage points,Difference,,Baden-Wuerttemberg,code08,14.0
1998,Percentage points,Difference,,Baden-Wuerttemberg,code08,14.0
1999,Percentage points,Difference,,Baden-Wuerttemberg,code08,13.9
2000,Percentage points,Difference,,Baden-Wuerttemberg,code08,13.7
2001,Percentage points,Difference,,Baden-Wuerttemberg,code08,13.7
2002,Percentage points,Difference,,Baden-Wuerttemberg,code08,13.8
2003,Percentage points,Difference,,Baden-Wuerttemberg,code08,14.3
2004,Percentage points,Difference,,Baden-Wuerttemberg,code08,14.3
2005,Percentage points,Difference,,Baden-Wuerttemberg,code08,14.7
2006,Percentage points,Difference,,Baden-Wuerttemberg,code08,15.1
2007,Percentage points,Difference,,Baden-Wuerttemberg,code08,15.5
2008,Percentage points,Difference,,Baden-Wuerttemberg,code08,15.7
2009,Percentage points,Difference,,Baden-Wuerttemberg,code08,15.6
2010,Percentage points,Difference,,Baden-Wuerttemberg,code08,15.8
2011,Percentage points,Difference,,Baden-Wuerttemberg,code08,16.0
2012,Percentage points,Difference,,Baden-Wuerttemberg,code08,16.6
2013,Percentage points,Difference,,Baden-Wuerttemberg,code08,16.2
2014,Percentage points,Difference,,Baden-Wuerttemberg,code08,15.9
2015,Percentage points,Difference,,Baden-Wuerttemberg,code08,15.9
2016,Percentage points,Difference,,Baden-Wuerttemberg,code08,15.7
2017,Percentage points,Difference,,Baden-Wuerttemberg,code08,14.8
2018,Percentage points,Difference,,Baden-Wuerttemberg,code08,14.9
2019,Percentage points,Difference,,Baden-Wuerttemberg,code08,15.2
2020,Percentage points,Difference,,Baden-Wuerttemberg,code08,15.6
2021,Percentage points,Difference,,Baden-Wuerttemberg,code08,14.9
2030,Percentage points,Difference,,,,
1996,Percentage points,Difference,,Bavaria,code09,18.3
1997,Percentage points,Difference,,Bavaria,code09,17.9
1998,Percentage points,Difference,,Bavaria,code09,17.5
1999,Percentage points,Difference,,Bavaria,code09,17.8
2000,Percentage points,Difference,,Bavaria,code09,17.3
2001,Percentage points,Difference,,Bavaria,code09,16.6
2002,Percentage points,Difference,,Bavaria,code09,17.0
2003,Percentage points,Difference,,Bavaria,code09,17.7
2004,Percentage points,Difference,,Bavaria,code09,17.8
2005,Percentage points,Difference,,Bavaria,code09,18.4
2006,Percentage points,Difference,,Bavaria,code09,18.8
2007,Percentage points,Difference,,Bavaria,code09,19.2
2008,Percentage points,Difference,,Bavaria,code09,19.8
2009,Percentage points,Difference,,Bavaria,code09,20.1
2010,Percentage points,Difference,,Bavaria,code09,20.4
2011,Percentage points,Difference,,Bavaria,code09,21.6
2012,Percentage points,Difference,,Bavaria,code09,21.2
2013,Percentage points,Difference,,Bavaria,code09,21.4
2014,Percentage points,Difference,,Bavaria,code09,21.6
2015,Percentage points,Difference,,Bavaria,code09,21.5
2016,Percentage points,Difference,,Bavaria,code09,21.6
2017,Percentage points,Difference,,Bavaria,code09,21.3
2018,Percentage points,Difference,,Bavaria,code09,21.1
2019,Percentage points,Difference,,Bavaria,code09,21.2
2020,Percentage points,Difference,,Bavaria,code09,21.4
2021,Percentage points,Difference,,Bavaria,code09,21.2
2030,Percentage points,Difference,,,,
1996,Percentage points,Difference,,Berlin,code11,17.5
1997,Percentage points,Difference,,Berlin,code11,17.0
1998,Percentage points,Difference,,Berlin,code11,16.2
1999,Percentage points,Difference,,Berlin,code11,16.2
2000,Percentage points,Difference,,Berlin,code11,16.3
2001,Percentage points,Difference,,Berlin,code11,17.8
2002,Percentage points,Difference,,Berlin,code11,17.8
2003,Percentage points,Difference,,Berlin,code11,17.9
2004,Percentage points,Difference,,Berlin,code11,18.3
2005,Percentage points,Difference,,Berlin,code11,19.3
2006,Percentage points,Difference,,Berlin,code11,19.3
2007,Percentage points,Difference,,Berlin,code11,19.1
2008,Percentage points,Difference,,Berlin,code11,19.3
2009,Percentage points,Difference,,Berlin,code11,19.3
2010,Percentage points,Difference,,Berlin,code11,19.2
2011,Percentage points,Difference,,Berlin,code11,19.4
2012,Percentage points,Difference,,Berlin,code11,21.0
2013,Percentage points,Difference,,Berlin,code11,20.6
2014,Percentage points,Difference,,Berlin,code11,19.8
2015,Percentage points,Difference,,Berlin,code11,18.7
2016,Percentage points,Difference,,Berlin,code11,20.1
2017,Percentage points,Difference,,Berlin,code11,19.2
2018,Percentage points,Difference,,Berlin,code11,18.8
2019,Percentage points,Difference,,Berlin,code11,19.6
2020,Percentage points,Difference,,Berlin,code11,20.1
2021,Percentage points,Difference,,Berlin,code11,21.8
2030,Percentage points,Difference,,,,
1996,Percentage points,Difference,,Brandenburg,code12,-5.3
1997,Percentage points,Difference,,Brandenburg,code12,-4.3
1998,Percentage points,Difference,,Brandenburg,code12,-4.6
1999,Percentage points,Difference,,Brandenburg,code12,-4.4
2000,Percentage points,Difference,,Brandenburg,code12,-4.7
2001,Percentage points,Difference,,Brandenburg,code12,-4.7
2002,Percentage points,Difference,,Brandenburg,code12,-4.7
2003,Percentage points,Difference,,Brandenburg,code12,-4.2
2004,Percentage points,Difference,,Brandenburg,code12,-4.7
2005,Percentage points,Difference,,Brandenburg,code12,-5.4
2006,Percentage points,Difference,,Brandenburg,code12,-5.9
2007,Percentage points,Difference,,Brandenburg,code12,-5.6
2008,Percentage points,Difference,,Brandenburg,code12,-5.4
2009,Percentage points,Difference,,Brandenburg,code12,-4.1
2010,Percentage points,Difference,,Brandenburg,code12,-4.0
2011,Percentage points,Difference,,Brandenburg,code12,-4.4
2012,Percentage points,Difference,,Brandenburg,code12,-2.9
2013,Percentage points,Difference,,Brandenburg,code12,-3.8
2014,Percentage points,Difference,,Brandenburg,code12,-3.9
2015,Percentage points,Difference,,Brandenburg,code12,-3.3
2016,Percentage points,Difference,,Brandenburg,code12,-2.9
2017,Percentage points,Difference,,Brandenburg,code12,-2.9
2018,Percentage points,Difference,,Brandenburg,code12,-2.9
2019,Percentage points,Difference,,Brandenburg,code12,-2.8
2020,Percentage points,Difference,,Brandenburg,code12,-1.3
2021,Percentage points,Difference,,Brandenburg,code12,-2.0
2030,Percentage points,Difference,,,,
1996,Percentage points,Difference,,Bremen,code04,14.2
1997,Percentage points,Difference,,Bremen,code04,15.1
1998,Percentage points,Difference,,Bremen,code04,13.0
1999,Percentage points,Difference,,Bremen,code04,14.9
2000,Percentage points,Difference,,Bremen,code04,15.0
2001,Percentage points,Difference,,Bremen,code04,14.2
2002,Percentage points,Difference,,Bremen,code04,14.8
2003,Percentage points,Difference,,Bremen,code04,14.8
2004,Percentage points,Difference,,Bremen,code04,13.7
2005,Percentage points,Difference,,Bremen,code04,14.8
2006,Percentage points,Difference,,Bremen,code04,16.3
2007,Percentage points,Difference,,Bremen,code04,16.1
2008,Percentage points,Difference,,Bremen,code04,16.6
2009,Percentage points,Difference,,Bremen,code04,17.4
2010,Percentage points,Difference,,Bremen,code04,18.4
2011,Percentage points,Difference,,Bremen,code04,17.5
2012,Percentage points,Difference,,Bremen,code04,18.3
2013,Percentage points,Difference,,Bremen,code04,17.6
2014,Percentage points,Difference,,Bremen,code04,17.2
2015,Percentage points,Difference,,Bremen,code04,17.3
2016,Percentage points,Difference,,Bremen,code04,17.5
2017,Percentage points,Difference,,Bremen,code04,16.4
2018,Percentage points,Difference,,Bremen,code04,16.9
2019,Percentage points,Difference,,Bremen,code04,16.2
2020,Percentage points,Difference,,Bremen,code04,17.0
2021,Percentage points,Difference,,Bremen,code04,16.4
2030,Percentage points,Difference,,,,
1996,Percentage points,Difference,,Hamburg,code02,9.3
1997,Percentage points,Difference,,Hamburg,code02,8.7
1998,Percentage points,Difference,,Hamburg,code02,9.2
1999,Percentage points,Difference,,Hamburg,code02,9.1
2000,Percentage points,Difference,,Hamburg,code02,8.0
2001,Percentage points,Difference,,Hamburg,code02,7.7
2002,Percentage points,Difference,,Hamburg,code02,8.3
2003,Percentage points,Difference,,Hamburg,code02,8.6
2004,Percentage points,Difference,,Hamburg,code02,9.2
2005,Percentage points,Difference,,Hamburg,code02,9.0
2006,Percentage points,Difference,,Hamburg,code02,9.2
2007,Percentage points,Difference,,Hamburg,code02,10.1
2008,Percentage points,Difference,,Hamburg,code02,12.0
2009,Percentage points,Difference,,Hamburg,code02,12.2
2010,Percentage points,Difference,,Hamburg,code02,13.8
2011,Percentage points,Difference,,Hamburg,code02,12.6
2012,Percentage points,Difference,,Hamburg,code02,12.7
2013,Percentage points,Difference,,Hamburg,code02,14.4
2014,Percentage points,Difference,,Hamburg,code02,14.6
2015,Percentage points,Difference,,Hamburg,code02,14.0
2016,Percentage points,Difference,,Hamburg,code02,13.9
2017,Percentage points,Difference,,Hamburg,code02,14.4
2018,Percentage points,Difference,,Hamburg,code02,13.6
2019,Percentage points,Difference,,Hamburg,code02,13.7
2020,Percentage points,Difference,,Hamburg,code02,13.3
2021,Percentage points,Difference,,Hamburg,code02,13.9
2030,Percentage points,Difference,,,,
1996,Percentage points,Difference,,Hesse,code06,14.1
1997,Percentage points,Difference,,Hesse,code06,14.2
1998,Percentage points,Difference,,Hesse,code06,14.3
1999,Percentage points,Difference,,Hesse,code06,13.6
2000,Percentage points,Difference,,Hesse,code06,12.8
2001,Percentage points,Difference,,Hesse,code06,13.1
2002,Percentage points,Difference,,Hesse,code06,13.9
2003,Percentage points,Difference,,Hesse,code06,13.4
2004,Percentage points,Difference,,Hesse,code06,14.0
2005,Percentage points,Difference,,Hesse,code06,14.4
2006,Percentage points,Difference,,Hesse,code06,14.5
2007,Percentage points,Difference,,Hesse,code06,14.5
2008,Percentage points,Difference,,Hesse,code06,15.5
2009,Percentage points,Difference,,Hesse,code06,15.8
2010,Percentage points,Difference,,Hesse,code06,16.4
2011,Percentage points,Difference,,Hesse,code06,16.9
2012,Percentage points,Difference,,Hesse,code06,16.8
2013,Percentage points,Difference,,Hesse,code06,17.7
2014,Percentage points,Difference,,Hesse,code06,17.4
2015,Percentage points,Difference,,Hesse,code06,17.5
2016,Percentage points,Difference,,Hesse,code06,16.8
2017,Percentage points,Difference,,Hesse,code06,16.9
2018,Percentage points,Difference,,Hesse,code06,16.9
2019,Percentage points,Difference,,Hesse,code06,16.8
2020,Percentage points,Difference,,Hesse,code06,17.5
2021,Percentage points,Difference,,Hesse,code06,16.5
2030,Percentage points,Difference,,,,
1996,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,3.4
1997,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,3.6
1998,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,3.1
1999,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,2.4
2000,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,1.9
2001,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,-0.8
2002,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,2.2
2003,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,2.6
2004,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,3.1
2005,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,2.1
2006,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,1.5
2007,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,2.5
2008,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,3.1
2009,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,0.7
2010,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,-0.4
2011,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,-1.2
2012,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,0.5
2013,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,2.0
2014,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,4.2
2015,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,4.5
2016,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,3.6
2017,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,4.3
2018,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,4.7
2019,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,4.2
2020,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,5.9
2021,Percentage points,Difference,,Mecklenburg Western Pomerania,code13,5.0
2030,Percentage points,Difference,,,,
1996,Percentage points,Difference,,Lower Saxony,code03,18.5
1997,Percentage points,Difference,,Lower Saxony,code03,18.4
1998,Percentage points,Difference,,Lower Saxony,code03,18.7
1999,Percentage points,Difference,,Lower Saxony,code03,19.1
2000,Percentage points,Difference,,Lower Saxony,code03,18.4
2001,Percentage points,Difference,,Lower Saxony,code03,18.4
2002,Percentage points,Difference,,Lower Saxony,code03,18.7
2003,Percentage points,Difference,,Lower Saxony,code03,18.0
2004,Percentage points,Difference,,Lower Saxony,code03,20.7
2005,Percentage points,Difference,,Lower Saxony,code03,19.4
2006,Percentage points,Difference,,Lower Saxony,code03,19.9
2007,Percentage points,Difference,,Lower Saxony,code03,20.6
2008,Percentage points,Difference,,Lower Saxony,code03,20.7
2009,Percentage points,Difference,,Lower Saxony,code03,21.6
2010,Percentage points,Difference,,Lower Saxony,code03,22.0
2011,Percentage points,Difference,,Lower Saxony,code03,22.9
2012,Percentage points,Difference,,Lower Saxony,code03,22.3
2013,Percentage points,Difference,,Lower Saxony,code03,22.7
2014,Percentage points,Difference,,Lower Saxony,code03,22.9
2015,Percentage points,Difference,,Lower Saxony,code03,22.9
2016,Percentage points,Difference,,Lower Saxony,code03,23.0
2017,Percentage points,Difference,,Lower Saxony,code03,22.7
2018,Percentage points,Difference,,Lower Saxony,code03,22.4
2019,Percentage points,Difference,,Lower Saxony,code03,22.0
2020,Percentage points,Difference,,Lower Saxony,code03,20.7
2021,Percentage points,Difference,,Lower Saxony,code03,22.5
2030,Percentage points,Difference,,,,
1996,Percentage points,Difference,,North Rhine-Westphalia,code05,8.0
1997,Percentage points,Difference,,North Rhine-Westphalia,code05,7.7
1998,Percentage points,Difference,,North Rhine-Westphalia,code05,7.8
1999,Percentage points,Difference,,North Rhine-Westphalia,code05,7.8
2000,Percentage points,Difference,,North Rhine-Westphalia,code05,7.6
2001,Percentage points,Difference,,North Rhine-Westphalia,code05,6.8
2002,Percentage points,Difference,,North Rhine-Westphalia,code05,6.7
2003,Percentage points,Difference,,North Rhine-Westphalia,code05,6.8
2004,Percentage points,Difference,,North Rhine-Westphalia,code05,6.7
2005,Percentage points,Difference,,North Rhine-Westphalia,code05,6.8
2006,Percentage points,Difference,,North Rhine-Westphalia,code05,7.1
2007,Percentage points,Difference,,North Rhine-Westphalia,code05,7.2
2008,Percentage points,Difference,,North Rhine-Westphalia,code05,7.3
2009,Percentage points,Difference,,North Rhine-Westphalia,code05,7.5
2010,Percentage points,Difference,,North Rhine-Westphalia,code05,8.0
2011,Percentage points,Difference,,North Rhine-Westphalia,code05,8.1
2012,Percentage points,Difference,,North Rhine-Westphalia,code05,8.4
2013,Percentage points,Difference,,North Rhine-Westphalia,code05,9.0
2014,Percentage points,Difference,,North Rhine-Westphalia,code05,7.9
2015,Percentage points,Difference,,North Rhine-Westphalia,code05,8.1
2016,Percentage points,Difference,,North Rhine-Westphalia,code05,8.1
2017,Percentage points,Difference,,North Rhine-Westphalia,code05,8.1
2018,Percentage points,Difference,,North Rhine-Westphalia,code05,7.7
2019,Percentage points,Difference,,North Rhine-Westphalia,code05,7.7
2020,Percentage points,Difference,,North Rhine-Westphalia,code05,8.1
2021,Percentage points,Difference,,North Rhine-Westphalia,code05,8.2
2030,Percentage points,Difference,,,,
1996,Percentage points,Difference,,Rhineland Palatinate,code07,13.1
1997,Percentage points,Difference,,Rhineland Palatinate,code07,13.2
1998,Percentage points,Difference,,Rhineland Palatinate,code07,13.1
1999,Percentage points,Difference,,Rhineland Palatinate,code07,13.6
2000,Percentage points,Difference,,Rhineland Palatinate,code07,13.1
2001,Percentage points,Difference,,Rhineland Palatinate,code07,13.3
2002,Percentage points,Difference,,Rhineland Palatinate,code07,13.5
2003,Percentage points,Difference,,Rhineland Palatinate,code07,13.9
2004,Percentage points,Difference,,Rhineland Palatinate,code07,14.7
2005,Percentage points,Difference,,Rhineland Palatinate,code07,14.8
2006,Percentage points,Difference,,Rhineland Palatinate,code07,14.9
2007,Percentage points,Difference,,Rhineland Palatinate,code07,14.9
2008,Percentage points,Difference,,Rhineland Palatinate,code07,15.4
2009,Percentage points,Difference,,Rhineland Palatinate,code07,15.6
2010,Percentage points,Difference,,Rhineland Palatinate,code07,16.5
2011,Percentage points,Difference,,Rhineland Palatinate,code07,16.6
2012,Percentage points,Difference,,Rhineland Palatinate,code07,16.8
2013,Percentage points,Difference,,Rhineland Palatinate,code07,16.9
2014,Percentage points,Difference,,Rhineland Palatinate,code07,16.8
2015,Percentage points,Difference,,Rhineland Palatinate,code07,16.1
2016,Percentage points,Difference,,Rhineland Palatinate,code07,16.5
2017,Percentage points,Difference,,Rhineland Palatinate,code07,16.1
2018,Percentage points,Difference,,Rhineland Palatinate,code07,16.0
2019,Percentage points,Difference,,Rhineland Palatinate,code07,15.4
2020,Percentage points,Difference,,Rhineland Palatinate,code07,15.9
2021,Percentage points,Difference,,Rhineland Palatinate,code07,15.8
2030,Percentage points,Difference,,,,
1996,Percentage points,Difference,,Saarland,code10,18.9
1997,Percentage points,Difference,,Saarland,code10,18.7
1998,Percentage points,Difference,,Saarland,code10,18.7
1999,Percentage points,Difference,,Saarland,code10,18.1
2000,Percentage points,Difference,,Saarland,code10,19.0
2001,Percentage points,Difference,,Saarland,code10,18.0
2002,Percentage points,Difference,,Saarland,code10,20.0
2003,Percentage points,Difference,,Saarland,code10,20.0
2004,Percentage points,Difference,,Saarland,code10,20.4
2005,Percentage points,Difference,,Saarland,code10,20.6
2006,Percentage points,Difference,,Saarland,code10,21.1
2007,Percentage points,Difference,,Saarland,code10,21.7
2008,Percentage points,Difference,,Saarland,code10,22.2
2009,Percentage points,Difference,,Saarland,code10,23.5
2010,Percentage points,Difference,,Saarland,code10,23.2
2011,Percentage points,Difference,,Saarland,code10,23.7
2012,Percentage points,Difference,,Saarland,code10,23.3
2013,Percentage points,Difference,,Saarland,code10,23.6
2014,Percentage points,Difference,,Saarland,code10,23.6
2015,Percentage points,Difference,,Saarland,code10,24.3
2016,Percentage points,Difference,,Saarland,code10,23.3
2017,Percentage points,Difference,,Saarland,code10,23.6
2018,Percentage points,Difference,,Saarland,code10,23.4
2019,Percentage points,Difference,,Saarland,code10,22.9
2020,Percentage points,Difference,,Saarland,code10,23.6
2021,Percentage points,Difference,,Saarland,code10,23.6
2030,Percentage points,Difference,,,,
1996,Percentage points,Difference,,Saxony,code14,26.4
1997,Percentage points,Difference,,Saxony,code14,26.7
1998,Percentage points,Difference,,Saxony,code14,25.8
1999,Percentage points,Difference,,Saxony,code14,24.3
2000,Percentage points,Difference,,Saxony,code14,24.1
2001,Percentage points,Difference,,Saxony,code14,25.1
2002,Percentage points,Difference,,Saxony,code14,26.2
2003,Percentage points,Difference,,Saxony,code14,26.3
2004,Percentage points,Difference,,Saxony,code14,26.8
2005,Percentage points,Difference,,Saxony,code14,27.1
2006,Percentage points,Difference,,Saxony,code14,27.6
2007,Percentage points,Difference,,Saxony,code14,27.9
2008,Percentage points,Difference,,Saxony,code14,27.8
2009,Percentage points,Difference,,Saxony,code14,27.6
2010,Percentage points,Difference,,Saxony,code14,26.7
2011,Percentage points,Difference,,Saxony,code14,26.4
2012,Percentage points,Difference,,Saxony,code14,26.5
2013,Percentage points,Difference,,Saxony,code14,26.4
2014,Percentage points,Difference,,Saxony,code14,28.0
2015,Percentage points,Difference,,Saxony,code14,28.2
2016,Percentage points,Difference,,Saxony,code14,28.2
2017,Percentage points,Difference,,Saxony,code14,28.6
2018,Percentage points,Difference,,Saxony,code14,28.5
2019,Percentage points,Difference,,Saxony,code14,28.6
2020,Percentage points,Difference,,Saxony,code14,29.1
2021,Percentage points,Difference,,Saxony,code14,28.2
2030,Percentage points,Difference,,,,
1996,Percentage points,Difference,,Saxony-Anhalt,code15,18.9
1997,Percentage points,Difference,,Saxony-Anhalt,code15,19.5
1998,Percentage points,Difference,,Saxony-Anhalt,code15,18.6
1999,Percentage points,Difference,,Saxony-Anhalt,code15,18.0
2000,Percentage points,Difference,,Saxony-Anhalt,code15,17.2
2001,Percentage points,Difference,,Saxony-Anhalt,code15,11.6
2002,Percentage points,Difference,,Saxony-Anhalt,code15,15.4
2003,Percentage points,Difference,,Saxony-Anhalt,code15,15.5
2004,Percentage points,Difference,,Saxony-Anhalt,code15,15.8
2005,Percentage points,Difference,,Saxony-Anhalt,code15,17.8
2006,Percentage points,Difference,,Saxony-Anhalt,code15,18.8
2007,Percentage points,Difference,,Saxony-Anhalt,code15,21.8
2008,Percentage points,Difference,,Saxony-Anhalt,code15,19.1
2009,Percentage points,Difference,,Saxony-Anhalt,code15,19.2
2010,Percentage points,Difference,,Saxony-Anhalt,code15,17.9
2011,Percentage points,Difference,,Saxony-Anhalt,code15,17.7
2012,Percentage points,Difference,,Saxony-Anhalt,code15,18.4
2013,Percentage points,Difference,,Saxony-Anhalt,code15,19.4
2014,Percentage points,Difference,,Saxony-Anhalt,code15,20.0
2015,Percentage points,Difference,,Saxony-Anhalt,code15,19.4
2016,Percentage points,Difference,,Saxony-Anhalt,code15,20.5
2017,Percentage points,Difference,,Saxony-Anhalt,code15,20.3
2018,Percentage points,Difference,,Saxony-Anhalt,code15,19.4
2019,Percentage points,Difference,,Saxony-Anhalt,code15,19.5
2020,Percentage points,Difference,,Saxony-Anhalt,code15,20.4
2021,Percentage points,Difference,,Saxony-Anhalt,code15,20.9
2030,Percentage points,Difference,,,,
1996,Percentage points,Difference,,Schleswig-Holstein,code01,13.7
1997,Percentage points,Difference,,Schleswig-Holstein,code01,13.2
1998,Percentage points,Difference,,Schleswig-Holstein,code01,12.6
1999,Percentage points,Difference,,Schleswig-Holstein,code01,13.0
2000,Percentage points,Difference,,Schleswig-Holstein,code01,13.0
2001,Percentage points,Difference,,Schleswig-Holstein,code01,12.4
2002,Percentage points,Difference,,Schleswig-Holstein,code01,12.4
2003,Percentage points,Difference,,Schleswig-Holstein,code01,13.3
2004,Percentage points,Difference,,Schleswig-Holstein,code01,13.3
2005,Percentage points,Difference,,Schleswig-Holstein,code01,13.4
2006,Percentage points,Difference,,Schleswig-Holstein,code01,13.5
2007,Percentage points,Difference,,Schleswig-Holstein,code01,14.5
2008,Percentage points,Difference,,Schleswig-Holstein,code01,14.6
2009,Percentage points,Difference,,Schleswig-Holstein,code01,16.2
2010,Percentage points,Difference,,Schleswig-Holstein,code01,16.2
2011,Percentage points,Difference,,Schleswig-Holstein,code01,15.8
2012,Percentage points,Difference,,Schleswig-Holstein,code01,15.7
2013,Percentage points,Difference,,Schleswig-Holstein,code01,15.5
2014,Percentage points,Difference,,Schleswig-Holstein,code01,15.3
2015,Percentage points,Difference,,Schleswig-Holstein,code01,15.5
2016,Percentage points,Difference,,Schleswig-Holstein,code01,16.6
2017,Percentage points,Difference,,Schleswig-Holstein,code01,15.8
2018,Percentage points,Difference,,Schleswig-Holstein,code01,15.2
2019,Percentage points,Difference,,Schleswig-Holstein,code01,14.6
2020,Percentage points,Difference,,Schleswig-Holstein,code01,15.4
2021,Percentage points,Difference,,Schleswig-Holstein,code01,16.0
2030,Percentage points,Difference,,,,
1996,Percentage points,Difference,,Thuringia,code16,25.6
1997,Percentage points,Difference,,Thuringia,code16,25.7
1998,Percentage points,Difference,,Thuringia,code16,24.9
1999,Percentage points,Difference,,Thuringia,code16,24.9
2000,Percentage points,Difference,,Thuringia,code16,25.4
2001,Percentage points,Difference,,Thuringia,code16,25.6
2002,Percentage points,Difference,,Thuringia,code16,26.2
2003,Percentage points,Difference,,Thuringia,code16,28.6
2004,Percentage points,Difference,,Thuringia,code16,29.2
2005,Percentage points,Difference,,Thuringia,code16,30.0
2006,Percentage points,Difference,,Thuringia,code16,29.9
2007,Percentage points,Difference,,Thuringia,code16,31.0
2008,Percentage points,Difference,,Thuringia,code16,31.1
2009,Percentage points,Difference,,Thuringia,code16,30.8
2010,Percentage points,Difference,,Thuringia,code16,29.5
2011,Percentage points,Difference,,Thuringia,code16,29.3
2012,Percentage points,Difference,,Thuringia,code16,30.4
2013,Percentage points,Difference,,Thuringia,code16,30.1
2014,Percentage points,Difference,,Thuringia,code16,31.0
2015,Percentage points,Difference,,Thuringia,code16,30.9
2016,Percentage points,Difference,,Thuringia,code16,30.8
2017,Percentage points,Difference,,Thuringia,code16,30.9
2018,Percentage points,Difference,,Thuringia,code16,30.1
2019,Percentage points,Difference,,Thuringia,code16,30.3
2020,Percentage points,Difference,,Thuringia,code16,31.5
2021,Percentage points,Difference,,Thuringia,code16,30.6
2030,Percentage points,Difference,,,,
