Year,Units,Series,Sex,Federal state,GeoCode,Value
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,,,66.6
2020,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,,,64.5
2021,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,,,65.7
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Baden-Wuerttemberg,code08,47.0
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Baden-Wuerttemberg,code08,51.3
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Baden-Wuerttemberg,code08,52.6
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Baden-Wuerttemberg,code08,55.9
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Baden-Wuerttemberg,code08,57.6
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Baden-Wuerttemberg,code08,58.8
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Baden-Wuerttemberg,code08,61.9
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Baden-Wuerttemberg,code08,63.8
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Baden-Wuerttemberg,code08,66.7
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Baden-Wuerttemberg,code08,68.4
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Baden-Wuerttemberg,code08,37.4
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Baden-Wuerttemberg,code08,42.0
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Baden-Wuerttemberg,code08,44.2
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Baden-Wuerttemberg,code08,48.6
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Baden-Wuerttemberg,code08,50.4
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Baden-Wuerttemberg,code08,52.9
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Baden-Wuerttemberg,code08,56.0
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Baden-Wuerttemberg,code08,57.7
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Baden-Wuerttemberg,code08,60.7
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Baden-Wuerttemberg,code08,62.1
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Baden-Wuerttemberg,code08,56.8
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Baden-Wuerttemberg,code08,60.9
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Baden-Wuerttemberg,code08,61.5
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Baden-Wuerttemberg,code08,64.0
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Baden-Wuerttemberg,code08,65.5
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Baden-Wuerttemberg,code08,65.2
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Baden-Wuerttemberg,code08,67.9
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Baden-Wuerttemberg,code08,70.3
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Baden-Wuerttemberg,code08,72.8
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Baden-Wuerttemberg,code08,74.6
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Bavaria,code09,41.6
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Bavaria,code09,46.3
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Bavaria,code09,48.0
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Bavaria,code09,51.5
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Bavaria,code09,54.5
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Bavaria,code09,55.2
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Bavaria,code09,57.9
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Bavaria,code09,60.7
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Bavaria,code09,62.7
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Bavaria,code09,64.1
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Bavaria,code09,33.3
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Bavaria,code09,38.5
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Bavaria,code09,40.4
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Bavaria,code09,43.7
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Bavaria,code09,47.4
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Bavaria,code09,48.9
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Bavaria,code09,51.4
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Bavaria,code09,54.9
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Bavaria,code09,57.4
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Bavaria,code09,59.2
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Bavaria,code09,50.2
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Bavaria,code09,54.2
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Bavaria,code09,55.8
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Bavaria,code09,59.7
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Bavaria,code09,62.0
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Bavaria,code09,61.8
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Bavaria,code09,64.7
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Bavaria,code09,66.7
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Bavaria,code09,68.4
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Bavaria,code09,69.1
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Berlin,code11,39.1
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Berlin,code11,40.6
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Berlin,code11,46.1
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Berlin,code11,48.0
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Berlin,code11,50.2
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Berlin,code11,53.6
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Berlin,code11,55.4
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Berlin,code11,58.0
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Berlin,code11,61.8
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Berlin,code11,63.8
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Berlin,code11,35.0
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Berlin,code11,37.1
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Berlin,code11,42.2
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Berlin,code11,44.0
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Berlin,code11,45.4
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Berlin,code11,49.4
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Berlin,code11,51.4
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Berlin,code11,53.2
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Berlin,code11,56.6
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Berlin,code11,61.6
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Berlin,code11,43.2
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Berlin,code11,44.3
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Berlin,code11,50.6
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Berlin,code11,52.5
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Berlin,code11,55.8
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Berlin,code11,58.1
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Berlin,code11,59.8
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Berlin,code11,63.7
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Berlin,code11,67.5
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Berlin,code11,66.1
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Brandenburg,code12,41.1
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Brandenburg,code12,43.0
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Brandenburg,code12,45.8
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Brandenburg,code12,49.9
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Brandenburg,code12,52.3
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Brandenburg,code12,53.5
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Brandenburg,code12,55.8
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Brandenburg,code12,57.3
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Brandenburg,code12,59.6
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Brandenburg,code12,59.6
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Brandenburg,code12,31.9
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Brandenburg,code12,36.2
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Brandenburg,code12,39.3
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Brandenburg,code12,44.6
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Brandenburg,code12,49.4
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Brandenburg,code12,52.1
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Brandenburg,code12,54.3
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Brandenburg,code12,57.1
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Brandenburg,code12,60.1
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Brandenburg,code12,57.6
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Brandenburg,code12,50.2
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Brandenburg,code12,49.7
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Brandenburg,code12,52.3
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Brandenburg,code12,55.4
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Brandenburg,code12,55.4
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Brandenburg,code12,55.1
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Brandenburg,code12,57.3
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Brandenburg,code12,57.5
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Brandenburg,code12,59.1
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Brandenburg,code12,61.7
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Bremen,code04,37.7
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Bremen,code04,42.0
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Bremen,code04,47.3
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Bremen,code04,56.5
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Bremen,code04,55.1
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Bremen,code04,51.9
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Bremen,code04,57.9
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Bremen,code04,58.9
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Bremen,code04,60.6
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Bremen,code04,60.1
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Bremen,code04,27.9
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Bremen,code04,37.2
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Bremen,code04,38.7
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Bremen,code04,52.8
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Bremen,code04,50.8
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Bremen,code04,48.8
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Bremen,code04,52.0
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Bremen,code04,52.9
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Bremen,code04,55.4
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Bremen,code04,54.9
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Bremen,code04,47.2
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Bremen,code04,46.6
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Bremen,code04,56.1
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Bremen,code04,60.2
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Bremen,code04,59.2
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Bremen,code04,55.1
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Bremen,code04,65.2
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Bremen,code04,65.8
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Bremen,code04,66.0
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Bremen,code04,66.3
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Hamburg,code02,45.0
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Hamburg,code02,43.5
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Hamburg,code02,46.6
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Hamburg,code02,51.0
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Hamburg,code02,55.5
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Hamburg,code02,54.3
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Hamburg,code02,57.3
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Hamburg,code02,59.0
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Hamburg,code02,63.7
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Hamburg,code02,63.1
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Hamburg,code02,35.7
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Hamburg,code02,36.2
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Hamburg,code02,40.7
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Hamburg,code02,45.6
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Hamburg,code02,51.5
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Hamburg,code02,51.2
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Hamburg,code02,52.6
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Hamburg,code02,55.4
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Hamburg,code02,59.6
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Hamburg,code02,57.3
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Hamburg,code02,55.3
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Hamburg,code02,51.4
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Hamburg,code02,53.1
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Hamburg,code02,57.3
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Hamburg,code02,60.1
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Hamburg,code02,57.9
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Hamburg,code02,62.2
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Hamburg,code02,63.2
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Hamburg,code02,68.6
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Hamburg,code02,69.6
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Hesse,code06,40.6
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Hesse,code06,43.5
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Hesse,code06,45.7
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Hesse,code06,49.9
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Hesse,code06,51.8
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Hesse,code06,52.3
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Hesse,code06,57.2
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Hesse,code06,58.8
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Hesse,code06,60.4
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Hesse,code06,61.5
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Hesse,code06,33.9
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Hesse,code06,36.0
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Hesse,code06,38.0
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Hesse,code06,41.9
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Hesse,code06,45.0
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Hesse,code06,46.5
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Hesse,code06,51.2
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Hesse,code06,52.3
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Hesse,code06,54.1
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Hesse,code06,55.6
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Hesse,code06,48.0
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Hesse,code06,51.5
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Hesse,code06,53.9
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Hesse,code06,58.0
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Hesse,code06,59.4
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Hesse,code06,58.9
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Hesse,code06,63.1
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Hesse,code06,65.6
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Hesse,code06,66.8
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Hesse,code06,67.5
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Mecklenburg Western Pomerania,code13,37.1
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Mecklenburg Western Pomerania,code13,38.8
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Mecklenburg Western Pomerania,code13,40.3
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Mecklenburg Western Pomerania,code13,42.2
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Mecklenburg Western Pomerania,code13,43.7
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Mecklenburg Western Pomerania,code13,46.5
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Mecklenburg Western Pomerania,code13,50.0
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Mecklenburg Western Pomerania,code13,50.1
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Mecklenburg Western Pomerania,code13,50.8
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Mecklenburg Western Pomerania,code13,52.0
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Mecklenburg Western Pomerania,code13,29.6
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Mecklenburg Western Pomerania,code13,33.2
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Mecklenburg Western Pomerania,code13,32.3
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Mecklenburg Western Pomerania,code13,37.1
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Mecklenburg Western Pomerania,code13,39.0
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Mecklenburg Western Pomerania,code13,41.9
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Mecklenburg Western Pomerania,code13,49.2
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Mecklenburg Western Pomerania,code13,50.2
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Mecklenburg Western Pomerania,code13,47.0
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Mecklenburg Western Pomerania,code13,50.5
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Mecklenburg Western Pomerania,code13,45.5
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Mecklenburg Western Pomerania,code13,44.5
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Mecklenburg Western Pomerania,code13,49.1
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Mecklenburg Western Pomerania,code13,47.8
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Mecklenburg Western Pomerania,code13,48.6
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Mecklenburg Western Pomerania,code13,51.0
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Mecklenburg Western Pomerania,code13,50.9
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Mecklenburg Western Pomerania,code13,50.0
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Mecklenburg Western Pomerania,code13,55.0
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Mecklenburg Western Pomerania,code13,53.7
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Lower Saxony,code03,40.2
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Lower Saxony,code03,44.1
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Lower Saxony,code03,47.3
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Lower Saxony,code03,49.9
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Lower Saxony,code03,53.5
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Lower Saxony,code03,53.5
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Lower Saxony,code03,56.1
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Lower Saxony,code03,58.7
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Lower Saxony,code03,61.0
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",,Lower Saxony,code03,61.7
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Lower Saxony,code03,32.0
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Lower Saxony,code03,36.7
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Lower Saxony,code03,39.7
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Lower Saxony,code03,42.5
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Lower Saxony,code03,47.0
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Lower Saxony,code03,48.7
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Lower Saxony,code03,49.1
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Lower Saxony,code03,52.7
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Lower Saxony,code03,56.9
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Female,Lower Saxony,code03,56.8
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Lower Saxony,code03,48.7
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Lower Saxony,code03,51.7
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Lower Saxony,code03,55.1
2013,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Lower Saxony,code03,57.9
2014,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Lower Saxony,code03,60.3
2015,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Lower Saxony,code03,58.7
2016,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Lower Saxony,code03,63.0
2017,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Lower Saxony,code03,64.7
2018,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Lower Saxony,code03,65.3
2019,Percentage,"Employment rate, older people (60 to 64-year-olds)",Male,Lower Saxony,code03,66.8
2030,Percentage,"Employment rate, older people (60 to 64-year-olds)",,,,
2010,Percentage,"Employment rate, older people (60 to 64-year-olds)",,North Rhine-Westphalia,code05,39.2
2011,Percentage,"Employment rate, older people (60 to 64-year-olds)",,North Rhine-Westphalia,code05,42.1
2012,Percentage,"Employment rate, older people (60 to 64-year-olds)",,North Rhine-Westphalia,code05,44.4
