Year,Units,Series,sex,federal state,GeoCode,Value
2018,percentage,"employment rate, older people (60 to 64-year-olds)",male,bremen,code04,66.0
2019,percentage,"employment rate, older people (60 to 64-year-olds)",male,bremen,code04,66.3
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,hamburg,code02,45.0
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,hamburg,code02,43.5
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,hamburg,code02,46.6
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,hamburg,code02,51.0
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,hamburg,code02,55.5
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,hamburg,code02,54.3
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,hamburg,code02,57.3
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,hamburg,code02,59.0
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,hamburg,code02,63.7
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,hamburg,code02,63.1
2010,percentage,"employment rate, older people (60 to 64-year-olds)",female,hamburg,code02,35.7
2011,percentage,"employment rate, older people (60 to 64-year-olds)",female,hamburg,code02,36.2
2012,percentage,"employment rate, older people (60 to 64-year-olds)",female,hamburg,code02,40.7
2013,percentage,"employment rate, older people (60 to 64-year-olds)",female,hamburg,code02,45.6
2014,percentage,"employment rate, older people (60 to 64-year-olds)",female,hamburg,code02,51.5
2015,percentage,"employment rate, older people (60 to 64-year-olds)",female,hamburg,code02,51.2
2016,percentage,"employment rate, older people (60 to 64-year-olds)",female,hamburg,code02,52.6
2017,percentage,"employment rate, older people (60 to 64-year-olds)",female,hamburg,code02,55.4
2018,percentage,"employment rate, older people (60 to 64-year-olds)",female,hamburg,code02,59.6
2019,percentage,"employment rate, older people (60 to 64-year-olds)",female,hamburg,code02,57.3
2010,percentage,"employment rate, older people (60 to 64-year-olds)",male,hamburg,code02,55.3
2011,percentage,"employment rate, older people (60 to 64-year-olds)",male,hamburg,code02,51.4
2012,percentage,"employment rate, older people (60 to 64-year-olds)",male,hamburg,code02,53.1
2013,percentage,"employment rate, older people (60 to 64-year-olds)",male,hamburg,code02,57.3
2014,percentage,"employment rate, older people (60 to 64-year-olds)",male,hamburg,code02,60.1
2015,percentage,"employment rate, older people (60 to 64-year-olds)",male,hamburg,code02,57.9
2016,percentage,"employment rate, older people (60 to 64-year-olds)",male,hamburg,code02,62.2
2017,percentage,"employment rate, older people (60 to 64-year-olds)",male,hamburg,code02,63.2
2018,percentage,"employment rate, older people (60 to 64-year-olds)",male,hamburg,code02,68.6
2019,percentage,"employment rate, older people (60 to 64-year-olds)",male,hamburg,code02,69.6
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,hesse,code06,40.6
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,hesse,code06,43.5
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,hesse,code06,45.7
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,hesse,code06,49.9
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,hesse,code06,51.8
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,hesse,code06,52.3
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,hesse,code06,57.2
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,hesse,code06,58.8
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,hesse,code06,60.4
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,hesse,code06,61.5
2010,percentage,"employment rate, older people (60 to 64-year-olds)",female,hesse,code06,33.9
2011,percentage,"employment rate, older people (60 to 64-year-olds)",female,hesse,code06,36.0
2012,percentage,"employment rate, older people (60 to 64-year-olds)",female,hesse,code06,38.0
2013,percentage,"employment rate, older people (60 to 64-year-olds)",female,hesse,code06,41.9
2014,percentage,"employment rate, older people (60 to 64-year-olds)",female,hesse,code06,45.0
2015,percentage,"employment rate, older people (60 to 64-year-olds)",female,hesse,code06,46.5
2016,percentage,"employment rate, older people (60 to 64-year-olds)",female,hesse,code06,51.2
2017,percentage,"employment rate, older people (60 to 64-year-olds)",female,hesse,code06,52.3
2018,percentage,"employment rate, older people (60 to 64-year-olds)",female,hesse,code06,54.1
2019,percentage,"employment rate, older people (60 to 64-year-olds)",female,hesse,code06,55.6
2010,percentage,"employment rate, older people (60 to 64-year-olds)",male,hesse,code06,48.0
2011,percentage,"employment rate, older people (60 to 64-year-olds)",male,hesse,code06,51.5
2012,percentage,"employment rate, older people (60 to 64-year-olds)",male,hesse,code06,53.9
2013,percentage,"employment rate, older people (60 to 64-year-olds)",male,hesse,code06,58.0
2014,percentage,"employment rate, older people (60 to 64-year-olds)",male,hesse,code06,59.4
2015,percentage,"employment rate, older people (60 to 64-year-olds)",male,hesse,code06,58.9
2016,percentage,"employment rate, older people (60 to 64-year-olds)",male,hesse,code06,63.1
2017,percentage,"employment rate, older people (60 to 64-year-olds)",male,hesse,code06,65.6
2018,percentage,"employment rate, older people (60 to 64-year-olds)",male,hesse,code06,66.8
2019,percentage,"employment rate, older people (60 to 64-year-olds)",male,hesse,code06,67.5
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,mecklenburg western pomerania,code13,37.1
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,mecklenburg western pomerania,code13,38.8
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,mecklenburg western pomerania,code13,40.3
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,mecklenburg western pomerania,code13,42.2
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,mecklenburg western pomerania,code13,43.7
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,mecklenburg western pomerania,code13,46.5
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,mecklenburg western pomerania,code13,50.0
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,mecklenburg western pomerania,code13,50.1
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,mecklenburg western pomerania,code13,50.8
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,mecklenburg western pomerania,code13,52.0
2010,percentage,"employment rate, older people (60 to 64-year-olds)",female,mecklenburg western pomerania,code13,29.6
2011,percentage,"employment rate, older people (60 to 64-year-olds)",female,mecklenburg western pomerania,code13,33.2
2012,percentage,"employment rate, older people (60 to 64-year-olds)",female,mecklenburg western pomerania,code13,32.3
2013,percentage,"employment rate, older people (60 to 64-year-olds)",female,mecklenburg western pomerania,code13,37.1
2014,percentage,"employment rate, older people (60 to 64-year-olds)",female,mecklenburg western pomerania,code13,39.0
2015,percentage,"employment rate, older people (60 to 64-year-olds)",female,mecklenburg western pomerania,code13,41.9
2016,percentage,"employment rate, older people (60 to 64-year-olds)",female,mecklenburg western pomerania,code13,49.2
2017,percentage,"employment rate, older people (60 to 64-year-olds)",female,mecklenburg western pomerania,code13,50.2
2018,percentage,"employment rate, older people (60 to 64-year-olds)",female,mecklenburg western pomerania,code13,47.0
2019,percentage,"employment rate, older people (60 to 64-year-olds)",female,mecklenburg western pomerania,code13,50.5
2010,percentage,"employment rate, older people (60 to 64-year-olds)",male,mecklenburg western pomerania,code13,45.5
2011,percentage,"employment rate, older people (60 to 64-year-olds)",male,mecklenburg western pomerania,code13,44.5
2012,percentage,"employment rate, older people (60 to 64-year-olds)",male,mecklenburg western pomerania,code13,49.1
2013,percentage,"employment rate, older people (60 to 64-year-olds)",male,mecklenburg western pomerania,code13,47.8
2014,percentage,"employment rate, older people (60 to 64-year-olds)",male,mecklenburg western pomerania,code13,48.6
2015,percentage,"employment rate, older people (60 to 64-year-olds)",male,mecklenburg western pomerania,code13,51.0
2016,percentage,"employment rate, older people (60 to 64-year-olds)",male,mecklenburg western pomerania,code13,50.9
2017,percentage,"employment rate, older people (60 to 64-year-olds)",male,mecklenburg western pomerania,code13,50.0
2018,percentage,"employment rate, older people (60 to 64-year-olds)",male,mecklenburg western pomerania,code13,55.0
2019,percentage,"employment rate, older people (60 to 64-year-olds)",male,mecklenburg western pomerania,code13,53.7
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,lower saxony,code03,40.2
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,lower saxony,code03,44.1
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,lower saxony,code03,47.3
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,lower saxony,code03,49.9
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,lower saxony,code03,53.5
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,lower saxony,code03,53.5
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,lower saxony,code03,56.1
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,lower saxony,code03,58.7
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,lower saxony,code03,61.0
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,lower saxony,code03,61.7
2010,percentage,"employment rate, older people (60 to 64-year-olds)",female,lower saxony,code03,32.0
2011,percentage,"employment rate, older people (60 to 64-year-olds)",female,lower saxony,code03,36.7
2012,percentage,"employment rate, older people (60 to 64-year-olds)",female,lower saxony,code03,39.7
2013,percentage,"employment rate, older people (60 to 64-year-olds)",female,lower saxony,code03,42.5
2014,percentage,"employment rate, older people (60 to 64-year-olds)",female,lower saxony,code03,47.0
2015,percentage,"employment rate, older people (60 to 64-year-olds)",female,lower saxony,code03,48.7
2016,percentage,"employment rate, older people (60 to 64-year-olds)",female,lower saxony,code03,49.1
2017,percentage,"employment rate, older people (60 to 64-year-olds)",female,lower saxony,code03,52.7
2018,percentage,"employment rate, older people (60 to 64-year-olds)",female,lower saxony,code03,56.9
2019,percentage,"employment rate, older people (60 to 64-year-olds)",female,lower saxony,code03,56.8
2010,percentage,"employment rate, older people (60 to 64-year-olds)",male,lower saxony,code03,48.7
2011,percentage,"employment rate, older people (60 to 64-year-olds)",male,lower saxony,code03,51.7
2012,percentage,"employment rate, older people (60 to 64-year-olds)",male,lower saxony,code03,55.1
2013,percentage,"employment rate, older people (60 to 64-year-olds)",male,lower saxony,code03,57.9
2014,percentage,"employment rate, older people (60 to 64-year-olds)",male,lower saxony,code03,60.3
2015,percentage,"employment rate, older people (60 to 64-year-olds)",male,lower saxony,code03,58.7
2016,percentage,"employment rate, older people (60 to 64-year-olds)",male,lower saxony,code03,63.0
2017,percentage,"employment rate, older people (60 to 64-year-olds)",male,lower saxony,code03,64.7
2018,percentage,"employment rate, older people (60 to 64-year-olds)",male,lower saxony,code03,65.3
2019,percentage,"employment rate, older people (60 to 64-year-olds)",male,lower saxony,code03,66.8
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,north rhine-westphalia,code05,39.2
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,north rhine-westphalia,code05,42.1
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,north rhine-westphalia,code05,44.4
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,north rhine-westphalia,code05,47.1
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,north rhine-westphalia,code05,49.9
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,north rhine-westphalia,code05,50.6
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,north rhine-westphalia,code05,53.5
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,north rhine-westphalia,code05,55.7
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,north rhine-westphalia,code05,57.2
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,north rhine-westphalia,code05,58.8
2010,percentage,"employment rate, older people (60 to 64-year-olds)",female,north rhine-westphalia,code05,31.7
2011,percentage,"employment rate, older people (60 to 64-year-olds)",female,north rhine-westphalia,code05,33.7
2012,percentage,"employment rate, older people (60 to 64-year-olds)",female,north rhine-westphalia,code05,35.0
2013,percentage,"employment rate, older people (60 to 64-year-olds)",female,north rhine-westphalia,code05,38.6
2014,percentage,"employment rate, older people (60 to 64-year-olds)",female,north rhine-westphalia,code05,42.0
2015,percentage,"employment rate, older people (60 to 64-year-olds)",female,north rhine-westphalia,code05,44.2
2016,percentage,"employment rate, older people (60 to 64-year-olds)",female,north rhine-westphalia,code05,47.5
2017,percentage,"employment rate, older people (60 to 64-year-olds)",female,north rhine-westphalia,code05,50.0
2018,percentage,"employment rate, older people (60 to 64-year-olds)",female,north rhine-westphalia,code05,51.9
2019,percentage,"employment rate, older people (60 to 64-year-olds)",female,north rhine-westphalia,code05,53.6
2010,percentage,"employment rate, older people (60 to 64-year-olds)",male,north rhine-westphalia,code05,47.0
2011,percentage,"employment rate, older people (60 to 64-year-olds)",male,north rhine-westphalia,code05,51.1
2012,percentage,"employment rate, older people (60 to 64-year-olds)",male,north rhine-westphalia,code05,54.6
2013,percentage,"employment rate, older people (60 to 64-year-olds)",male,north rhine-westphalia,code05,56.4
2014,percentage,"employment rate, older people (60 to 64-year-olds)",male,north rhine-westphalia,code05,58.4
2015,percentage,"employment rate, older people (60 to 64-year-olds)",male,north rhine-westphalia,code05,57.6
2016,percentage,"employment rate, older people (60 to 64-year-olds)",male,north rhine-westphalia,code05,59.8
2017,percentage,"employment rate, older people (60 to 64-year-olds)",male,north rhine-westphalia,code05,61.6
2018,percentage,"employment rate, older people (60 to 64-year-olds)",male,north rhine-westphalia,code05,62.9
2019,percentage,"employment rate, older people (60 to 64-year-olds)",male,north rhine-westphalia,code05,64.4
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,rhineland palatinate,code07,41.4
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,rhineland palatinate,code07,43.7
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,rhineland palatinate,code07,47.0
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,rhineland palatinate,code07,50.6
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,rhineland palatinate,code07,52.4
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,rhineland palatinate,code07,52.4
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,rhineland palatinate,code07,56.8
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,rhineland palatinate,code07,58.6
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,rhineland palatinate,code07,60.0
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,rhineland palatinate,code07,60.6
2010,percentage,"employment rate, older people (60 to 64-year-olds)",female,rhineland palatinate,code07,30.7
2011,percentage,"employment rate, older people (60 to 64-year-olds)",female,rhineland palatinate,code07,34.4
2012,percentage,"employment rate, older people (60 to 64-year-olds)",female,rhineland palatinate,code07,37.3
2013,percentage,"employment rate, older people (60 to 64-year-olds)",female,rhineland palatinate,code07,41.6
2014,percentage,"employment rate, older people (60 to 64-year-olds)",female,rhineland palatinate,code07,43.3
2015,percentage,"employment rate, older people (60 to 64-year-olds)",female,rhineland palatinate,code07,44.9
2016,percentage,"employment rate, older people (60 to 64-year-olds)",female,rhineland palatinate,code07,52.4
2017,percentage,"employment rate, older people (60 to 64-year-olds)",female,rhineland palatinate,code07,54.4
2018,percentage,"employment rate, older people (60 to 64-year-olds)",female,rhineland palatinate,code07,55.5
2019,percentage,"employment rate, older people (60 to 64-year-olds)",female,rhineland palatinate,code07,56.3
2010,percentage,"employment rate, older people (60 to 64-year-olds)",male,rhineland palatinate,code07,51.6
2011,percentage,"employment rate, older people (60 to 64-year-olds)",male,rhineland palatinate,code07,53.0
2012,percentage,"employment rate, older people (60 to 64-year-olds)",male,rhineland palatinate,code07,57.0
2013,percentage,"employment rate, older people (60 to 64-year-olds)",male,rhineland palatinate,code07,59.7
2014,percentage,"employment rate, older people (60 to 64-year-olds)",male,rhineland palatinate,code07,61.2
2015,percentage,"employment rate, older people (60 to 64-year-olds)",male,rhineland palatinate,code07,59.9
2016,percentage,"employment rate, older people (60 to 64-year-olds)",male,rhineland palatinate,code07,61.5
2017,percentage,"employment rate, older people (60 to 64-year-olds)",male,rhineland palatinate,code07,63.1
2018,percentage,"employment rate, older people (60 to 64-year-olds)",male,rhineland palatinate,code07,64.6
2019,percentage,"employment rate, older people (60 to 64-year-olds)",male,rhineland palatinate,code07,64.9
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,saarland,code10,37.3
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,saarland,code10,40.7
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,saarland,code10,42.4
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,saarland,code10,46.3
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,saarland,code10,45.3
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,saarland,code10,45.4
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,saarland,code10,52.9
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,saarland,code10,56.0
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,saarland,code10,57.5
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,saarland,code10,57.5
2010,percentage,"employment rate, older people (60 to 64-year-olds)",female,saarland,code10,28.9
2011,percentage,"employment rate, older people (60 to 64-year-olds)",female,saarland,code10,34.1
2012,percentage,"employment rate, older people (60 to 64-year-olds)",female,saarland,code10,33.5
2013,percentage,"employment rate, older people (60 to 64-year-olds)",female,saarland,code10,40.0
2014,percentage,"employment rate, older people (60 to 64-year-olds)",female,saarland,code10,40.6
2015,percentage,"employment rate, older people (60 to 64-year-olds)",female,saarland,code10,41.2
2016,percentage,"employment rate, older people (60 to 64-year-olds)",female,saarland,code10,49.2
2017,percentage,"employment rate, older people (60 to 64-year-olds)",female,saarland,code10,50.7
2018,percentage,"employment rate, older people (60 to 64-year-olds)",female,saarland,code10,53.9
2019,percentage,"employment rate, older people (60 to 64-year-olds)",female,saarland,code10,53.2
2010,percentage,"employment rate, older people (60 to 64-year-olds)",male,saarland,code10,44.7
2011,percentage,"employment rate, older people (60 to 64-year-olds)",male,saarland,code10,46.9
2012,percentage,"employment rate, older people (60 to 64-year-olds)",male,saarland,code10,51.3
2013,percentage,"employment rate, older people (60 to 64-year-olds)",male,saarland,code10,52.6
2014,percentage,"employment rate, older people (60 to 64-year-olds)",male,saarland,code10,50.4
2015,percentage,"employment rate, older people (60 to 64-year-olds)",male,saarland,code10,50.1
2016,percentage,"employment rate, older people (60 to 64-year-olds)",male,saarland,code10,56.7
2017,percentage,"employment rate, older people (60 to 64-year-olds)",male,saarland,code10,61.3
2018,percentage,"employment rate, older people (60 to 64-year-olds)",male,saarland,code10,60.8
2019,percentage,"employment rate, older people (60 to 64-year-olds)",male,saarland,code10,61.8
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,saxony,code14,38.7
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,saxony,code14,44.6
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,saxony,code14,44.7
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,saxony,code14,48.7
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,saxony,code14,52.1
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,saxony,code14,54.2
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,saxony,code14,54.7
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,saxony,code14,58.8
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,saxony,code14,59.0
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,saxony,code14,60.7
2010,percentage,"employment rate, older people (60 to 64-year-olds)",female,saxony,code14,31.8
2011,percentage,"employment rate, older people (60 to 64-year-olds)",female,saxony,code14,39.2
2012,percentage,"employment rate, older people (60 to 64-year-olds)",female,saxony,code14,39.8
2013,percentage,"employment rate, older people (60 to 64-year-olds)",female,saxony,code14,45.2
2014,percentage,"employment rate, older people (60 to 64-year-olds)",female,saxony,code14,48.4
2015,percentage,"employment rate, older people (60 to 64-year-olds)",female,saxony,code14,49.8
2016,percentage,"employment rate, older people (60 to 64-year-olds)",female,saxony,code14,52.1
2017,percentage,"employment rate, older people (60 to 64-year-olds)",female,saxony,code14,55.3
2018,percentage,"employment rate, older people (60 to 64-year-olds)",female,saxony,code14,56.3
2019,percentage,"employment rate, older people (60 to 64-year-olds)",female,saxony,code14,58.0
2010,percentage,"employment rate, older people (60 to 64-year-olds)",male,saxony,code14,46.4
2011,percentage,"employment rate, older people (60 to 64-year-olds)",male,saxony,code14,50.5
2012,percentage,"employment rate, older people (60 to 64-year-olds)",male,saxony,code14,49.8
2013,percentage,"employment rate, older people (60 to 64-year-olds)",male,saxony,code14,52.7
2014,percentage,"employment rate, older people (60 to 64-year-olds)",male,saxony,code14,56.3
2015,percentage,"employment rate, older people (60 to 64-year-olds)",male,saxony,code14,59.0
2016,percentage,"employment rate, older people (60 to 64-year-olds)",male,saxony,code14,57.5
2017,percentage,"employment rate, older people (60 to 64-year-olds)",male,saxony,code14,62.5
2018,percentage,"employment rate, older people (60 to 64-year-olds)",male,saxony,code14,61.9
2019,percentage,"employment rate, older people (60 to 64-year-olds)",male,saxony,code14,63.6
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,saxony-anhalt,code15,35.6
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,saxony-anhalt,code15,37.5
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,saxony-anhalt,code15,41.6
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,saxony-anhalt,code15,47.3
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,saxony-anhalt,code15,48.8
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,saxony-anhalt,code15,51.9
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,saxony-anhalt,code15,49.0
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,saxony-anhalt,code15,53.3
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,saxony-anhalt,code15,54.1
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,saxony-anhalt,code15,57.6
2010,percentage,"employment rate, older people (60 to 64-year-olds)",female,saxony-anhalt,code15,29.1
2011,percentage,"employment rate, older people (60 to 64-year-olds)",female,saxony-anhalt,code15,29.3
2012,percentage,"employment rate, older people (60 to 64-year-olds)",female,saxony-anhalt,code15,34.1
2013,percentage,"employment rate, older people (60 to 64-year-olds)",female,saxony-anhalt,code15,39.6
2014,percentage,"employment rate, older people (60 to 64-year-olds)",female,saxony-anhalt,code15,45.4
2015,percentage,"employment rate, older people (60 to 64-year-olds)",female,saxony-anhalt,code15,49.5
2016,percentage,"employment rate, older people (60 to 64-year-olds)",female,saxony-anhalt,code15,46.4
2017,percentage,"employment rate, older people (60 to 64-year-olds)",female,saxony-anhalt,code15,49.9
2018,percentage,"employment rate, older people (60 to 64-year-olds)",female,saxony-anhalt,code15,49.1
2019,percentage,"employment rate, older people (60 to 64-year-olds)",female,saxony-anhalt,code15,55.2
2010,percentage,"employment rate, older people (60 to 64-year-olds)",male,saxony-anhalt,code15,42.4
2011,percentage,"employment rate, older people (60 to 64-year-olds)",male,saxony-anhalt,code15,46.2
2012,percentage,"employment rate, older people (60 to 64-year-olds)",male,saxony-anhalt,code15,49.1
2013,percentage,"employment rate, older people (60 to 64-year-olds)",male,saxony-anhalt,code15,55.4
2014,percentage,"employment rate, older people (60 to 64-year-olds)",male,saxony-anhalt,code15,52.3
2015,percentage,"employment rate, older people (60 to 64-year-olds)",male,saxony-anhalt,code15,54.3
2016,percentage,"employment rate, older people (60 to 64-year-olds)",male,saxony-anhalt,code15,51.8
2017,percentage,"employment rate, older people (60 to 64-year-olds)",male,saxony-anhalt,code15,56.6
2018,percentage,"employment rate, older people (60 to 64-year-olds)",male,saxony-anhalt,code15,59.5
2019,percentage,"employment rate, older people (60 to 64-year-olds)",male,saxony-anhalt,code15,60.1
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,schleswig-holstein,code01,44.4
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,schleswig-holstein,code01,46.1
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,schleswig-holstein,code01,48.9
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,schleswig-holstein,code01,52.6
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,schleswig-holstein,code01,56.5
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,schleswig-holstein,code01,56.5
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,schleswig-holstein,code01,55.5
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,schleswig-holstein,code01,57.9
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,schleswig-holstein,code01,59.7
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,schleswig-holstein,code01,62.3
2010,percentage,"employment rate, older people (60 to 64-year-olds)",female,schleswig-holstein,code01,36.7
2011,percentage,"employment rate, older people (60 to 64-year-olds)",female,schleswig-holstein,code01,36.2
2012,percentage,"employment rate, older people (60 to 64-year-olds)",female,schleswig-holstein,code01,41.0
2013,percentage,"employment rate, older people (60 to 64-year-olds)",female,schleswig-holstein,code01,44.4
2014,percentage,"employment rate, older people (60 to 64-year-olds)",female,schleswig-holstein,code01,50.5
2015,percentage,"employment rate, older people (60 to 64-year-olds)",female,schleswig-holstein,code01,49.5
2016,percentage,"employment rate, older people (60 to 64-year-olds)",female,schleswig-holstein,code01,50.0
2017,percentage,"employment rate, older people (60 to 64-year-olds)",female,schleswig-holstein,code01,53.2
2018,percentage,"employment rate, older people (60 to 64-year-olds)",female,schleswig-holstein,code01,53.2
2019,percentage,"employment rate, older people (60 to 64-year-olds)",female,schleswig-holstein,code01,56.3
2010,percentage,"employment rate, older people (60 to 64-year-olds)",male,schleswig-holstein,code01,52.5
2011,percentage,"employment rate, older people (60 to 64-year-olds)",male,schleswig-holstein,code01,56.4
2012,percentage,"employment rate, older people (60 to 64-year-olds)",male,schleswig-holstein,code01,56.8
2013,percentage,"employment rate, older people (60 to 64-year-olds)",male,schleswig-holstein,code01,60.8
2014,percentage,"employment rate, older people (60 to 64-year-olds)",male,schleswig-holstein,code01,62.4
2015,percentage,"employment rate, older people (60 to 64-year-olds)",male,schleswig-holstein,code01,64.2
2016,percentage,"employment rate, older people (60 to 64-year-olds)",male,schleswig-holstein,code01,61.4
2017,percentage,"employment rate, older people (60 to 64-year-olds)",male,schleswig-holstein,code01,63.4
2018,percentage,"employment rate, older people (60 to 64-year-olds)",male,schleswig-holstein,code01,67.2
2019,percentage,"employment rate, older people (60 to 64-year-olds)",male,schleswig-holstein,code01,69.1
2010,percentage,"employment rate, older people (60 to 64-year-olds)",,thuringia,code16,38.1
2011,percentage,"employment rate, older people (60 to 64-year-olds)",,thuringia,code16,42.4
2012,percentage,"employment rate, older people (60 to 64-year-olds)",,thuringia,code16,44.9
2013,percentage,"employment rate, older people (60 to 64-year-olds)",,thuringia,code16,48.3
2014,percentage,"employment rate, older people (60 to 64-year-olds)",,thuringia,code16,51.9
2015,percentage,"employment rate, older people (60 to 64-year-olds)",,thuringia,code16,49.9
2016,percentage,"employment rate, older people (60 to 64-year-olds)",,thuringia,code16,53.2
2017,percentage,"employment rate, older people (60 to 64-year-olds)",,thuringia,code16,55.4
2018,percentage,"employment rate, older people (60 to 64-year-olds)",,thuringia,code16,59.8
2019,percentage,"employment rate, older people (60 to 64-year-olds)",,thuringia,code16,60.6
2010,percentage,"employment rate, older people (60 to 64-year-olds)",female,thuringia,code16,29.8
2011,percentage,"employment rate, older people (60 to 64-year-olds)",female,thuringia,code16,33.3
2012,percentage,"employment rate, older people (60 to 64-year-olds)",female,thuringia,code16,38.1
2013,percentage,"employment rate, older people (60 to 64-year-olds)",female,thuringia,code16,43.1
2014,percentage,"employment rate, older people (60 to 64-year-olds)",female,thuringia,code16,49.1
2015,percentage,"employment rate, older people (60 to 64-year-olds)",female,thuringia,code16,47.2
2016,percentage,"employment rate, older people (60 to 64-year-olds)",female,thuringia,code16,49.9
