Year,Units,federal state,GeoCode,county,Value
2012,1.000 eur,mecklenburg western pomerania,code13076,ludwigslust-parchim,20.112
2013,1.000 eur,mecklenburg western pomerania,code13076,ludwigslust-parchim,20.579
2014,1.000 eur,mecklenburg western pomerania,code13076,ludwigslust-parchim,21.47
2015,1.000 eur,mecklenburg western pomerania,code13076,ludwigslust-parchim,21.759
2016,1.000 eur,mecklenburg western pomerania,code13076,ludwigslust-parchim,22.784
2017,1.000 eur,mecklenburg western pomerania,code13076,ludwigslust-parchim,24.031
2000,1.000 eur,lower saxony,code03101,"braunschweig, stadt",32.41
2001,1.000 eur,lower saxony,code03101,"braunschweig, stadt",32.644
2002,1.000 eur,lower saxony,code03101,"braunschweig, stadt",32.559
2003,1.000 eur,lower saxony,code03101,"braunschweig, stadt",33.466
2004,1.000 eur,lower saxony,code03101,"braunschweig, stadt",34.541
2005,1.000 eur,lower saxony,code03101,"braunschweig, stadt",34.559
2006,1.000 eur,lower saxony,code03101,"braunschweig, stadt",35.855
2007,1.000 eur,lower saxony,code03101,"braunschweig, stadt",37.242
2008,1.000 eur,lower saxony,code03101,"braunschweig, stadt",37.87
2009,1.000 eur,lower saxony,code03101,"braunschweig, stadt",36.55
2010,1.000 eur,lower saxony,code03101,"braunschweig, stadt",38.588
2011,1.000 eur,lower saxony,code03101,"braunschweig, stadt",40.939
2012,1.000 eur,lower saxony,code03101,"braunschweig, stadt",41.321
2013,1.000 eur,lower saxony,code03101,"braunschweig, stadt",41.592
2014,1.000 eur,lower saxony,code03101,"braunschweig, stadt",43.866
2015,1.000 eur,lower saxony,code03101,"braunschweig, stadt",43.036
2016,1.000 eur,lower saxony,code03101,"braunschweig, stadt",47.283
2017,1.000 eur,lower saxony,code03101,"braunschweig, stadt",49.861
2000,1.000 eur,lower saxony,code03102,"salzgitter, stadt",32.788
2001,1.000 eur,lower saxony,code03102,"salzgitter, stadt",32.299
2002,1.000 eur,lower saxony,code03102,"salzgitter, stadt",32.185
2003,1.000 eur,lower saxony,code03102,"salzgitter, stadt",33.163
2004,1.000 eur,lower saxony,code03102,"salzgitter, stadt",38.406
2005,1.000 eur,lower saxony,code03102,"salzgitter, stadt",37.392
2006,1.000 eur,lower saxony,code03102,"salzgitter, stadt",38.509
2007,1.000 eur,lower saxony,code03102,"salzgitter, stadt",41.554
2008,1.000 eur,lower saxony,code03102,"salzgitter, stadt",40.983
2009,1.000 eur,lower saxony,code03102,"salzgitter, stadt",34.965
2010,1.000 eur,lower saxony,code03102,"salzgitter, stadt",41.51
2011,1.000 eur,lower saxony,code03102,"salzgitter, stadt",45.285
2012,1.000 eur,lower saxony,code03102,"salzgitter, stadt",44.645
2013,1.000 eur,lower saxony,code03102,"salzgitter, stadt",46.71
2014,1.000 eur,lower saxony,code03102,"salzgitter, stadt",48.719
2015,1.000 eur,lower saxony,code03102,"salzgitter, stadt",43.848
2016,1.000 eur,lower saxony,code03102,"salzgitter, stadt",50.876
2017,1.000 eur,lower saxony,code03102,"salzgitter, stadt",53.987
2000,1.000 eur,lower saxony,code03103,"wolfsburg, stadt",81.111
2001,1.000 eur,lower saxony,code03103,"wolfsburg, stadt",88.181
2002,1.000 eur,lower saxony,code03103,"wolfsburg, stadt",78.151
2003,1.000 eur,lower saxony,code03103,"wolfsburg, stadt",81.0
